Molecule ChEMBL ID,Smiles,pIC50,pIC50_std,n_measurements
CHEMBL5414141,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,7.43,0.0,1
CHEMBL5414512,CCN(CC)CCn1ncc2cc(Nc3nccc(-c4cn(S(=O)(=O)CC)c5ccccc45)n3)ccc21,7.96,0.0,1
CHEMBL5414627,CN(C)CCn1ncc2cc(Nc3nccc(-c4cn(C)c5ccccc45)n3)cc(Cl)c21,6.77,0.0,1
CHEMBL5414782,CC(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,7.645,1.1950104602052651,2
CHEMBL5414792,CCN(CC)CCn1ccc2cc(Nc3nccc(-c4sc(C5CCN(S(=O)(=O)CC)CC5)nc4-c4ccc(F)cc4)n3)ccc21,7.47,0.0,1
CHEMBL5415311,COc1cc(N2CCC(N3CC(F)(CO)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,10.0,0.0,1
CHEMBL5415418,CCc1cc(Nc2ncc(Cl)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,9.4,0.0,1
CHEMBL5415613,CCNC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,8.25,0.0,1
CHEMBL5415774,CCNS(=O)(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,5.31,0.0,1
CHEMBL5416252,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,8.1,0.0,1
CHEMBL5416489,COCC1(C)CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1,9.09,0.0,1
CHEMBL5416812,CCN1CCN(c2ccc(Nc3nccc(-c4sc(NS(=O)(=O)CC)nc4-c4ccc(F)cc4)n3)cc2)CC1,8.66,0.0,1
CHEMBL5417219,CCN(CC)CCn1ncc2cc(Nc3nccc(-c4cn(S(=O)(=O)CC)c5ccccc45)n3)cc(NC(=O)C3CC3)c21,7.58,0.0,1
CHEMBL5417458,CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(Cl)c4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,6.76,0.0,1
CHEMBL5418390,CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)c2ccccc21,8.72,0.0,1
CHEMBL5418539,COc1cc(N2CCC(N3C[C@H]4COC[C@H]4C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.92,0.0,1
CHEMBL5418665,CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,6.62,0.0,1
CHEMBL5419002,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN5CCOCC5)c4)n3)s2)CC1,7.15,0.0,1
CHEMBL5419099,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,6.35,0.0,1
CHEMBL5419101,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4OC)n3)s2)CC1,7.15,0.0,1
CHEMBL5419895,CCN(CC)CCn1ccc2cc(Nc3nccc(-c4sc(NS(=O)(=O)CC)nc4-c4ccc(F)cc4)n3)ccc21,8.39,0.0,1
CHEMBL5419934,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-n2ccnc2-c2ccc(F)cc2)n1,6.9,0.0,1
CHEMBL5420623,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)s1,8.74,0.0,1
CHEMBL5420774,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(cnn4CCN(C)C)c3)ncc2Cl)c2ccccc21,8.34,0.0,1
CHEMBL5420820,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)n2)s1,8.44,0.0,1
CHEMBL5420857,CN(C)CCn1ccc2cc(Nc3nccc(-n4ccnc4-c4ccc(F)cc4)n3)ccc21,7.77,0.0,1
CHEMBL5420945,CN1CCN(c2ccc(Nc3nccc(-n4ccnc4-c4ccc(F)cc4)n3)cc2)CC1,7.2,0.0,1
CHEMBL5420997,C=CC(=O)Nc1cc(-c2cn(C)c3ccccc23)ccn1,5.05,0.0,1
CHEMBL5422383,CCN1CCN(c2ccc(Nc3nccc(-c4sc(C5CCN(S(=O)(=O)CC)CC5)nc4-c4ccc(F)cc4)n3)cc2)CC1,7.58,0.0,1
CHEMBL5422588,COc1cc(N2CCC(N3CCN(C(C)=O)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.92,0.0,1
CHEMBL5423287,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CN[C@@H](C)CO)c(-c3ccccc3)n2)n1,7.48,0.0,1
CHEMBL5423464,CN(C)CCn1ccc2cc(Nc3ncc([N+](=O)[O-])c(-c4cn(C)c5ccccc45)n3)ccc21,7.0,0.0,1
CHEMBL5423465,CCC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,7.57,0.0,1
CHEMBL5424516,COc1cc2ncnc(NCc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3)c2cc1OCCCN1CCOCC1,4.91,0.0,1
CHEMBL5424597,CN(C)CCn1ccc2cc(Nc3nccc(-n4ccc(-c5ccc(F)cc5)n4)n3)ccc21,6.39,0.0,1
CHEMBL5425947,CCc1cc(Nc2ncc(C(F)(F)F)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,9.54,0.0,1
CHEMBL5427045,Cn1cc(-c2ccnc(Nc3cc(Cl)c4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,5.71,0.0,1
CHEMBL5427561,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,6.75,0.0,1
CHEMBL5427952,CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)N1CC(C(C)(C)O)C1,7.66,0.0,1
CHEMBL5428511,Cn1cc(-c2ccnc(Nc3ccc4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,5.8,0.0,1
CHEMBL5428623,CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,7.25,0.0,1
CHEMBL5429263,C=CC(=O)Nc1cc(-c2ccccc2)ccn1,4.5,0.0,1
CHEMBL5430071,CNc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,7.72,0.0,1
CHEMBL5430401,CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CC(=O)N(C)C)c3)n2)c2ccccc21,7.42,0.0,1
CHEMBL5430547,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN(C)C)c4)n3)s2)CC1,7.435,1.2091525958289957,2
CHEMBL5431254,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)C4CC4)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,6.58,0.0,1
CHEMBL5431377,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(F)c3)n2)s1,8.39,0.0,1
CHEMBL5431378,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)s1,8.0,0.0,1
CHEMBL5431909,COc1cc(N2CCC(N3CC[C@@H](N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.89,0.0,1
CHEMBL5432141,CCCCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,8.37,0.0,1
CHEMBL5432965,COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(SC)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,10.3,0.0,1
CHEMBL5433431,Cc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,7.96,0.0,1
CHEMBL5433585,CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(=O)C4CC4)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.75,0.0,1
CHEMBL5434067,CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NC1CCOCC1,7.85,0.0,1
CHEMBL5434169,CN(C)CCn1ccc2cc(Nc3nccc(-c4c[nH]c5ccccc45)n3)cc(N)c21,7.52,0.0,1
CHEMBL5434495,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1,10.22,0.0,1
CHEMBL5435033,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(ccn4CCN(C)C)c3)ncc2C(F)(F)F)c2ccccc21,7.85,0.0,1
CHEMBL5435225,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(ccn4CCN(C)C)c3)ncc2Cl)c2ccccc21,8.55,0.0,1
CHEMBL5435735,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CN[C@H](C)CO)c(-c3ccccc3)n2)n1,7.14,0.0,1
CHEMBL5435775,COc1cc(N2CCC(N3CC(CO)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.47,0.0,1
CHEMBL5435881,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CNC(CO)C(C)C)c(-c3ccccc3)n2)n1,7.15,0.0,1
CHEMBL5435941,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)s2)CC1,7.24,0.0,1
CHEMBL5436031,COc1cc(N2CCC(N(C)CCN(C)C)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.82,0.0,1
CHEMBL5436254,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(C4CCN(C)CC4)cc3)n2)s1,8.68,0.0,1
CHEMBL5436545,CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(=O)C=C(C)C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.54,0.0,1
CHEMBL5436784,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(C)=O)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,6.8,0.0,1
CHEMBL5436840,CN(C)CCn1ncc2cc(Nc3nccc(-c4cn(C)c5ccccc45)n3)ccc21,6.43,0.0,1
CHEMBL5436965,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)s1,8.6,0.0,1
CHEMBL5438643,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)c(F)c4)n3)s2)CC1,7.11,0.0,1
CHEMBL5438864,C/C=C/C(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,7.66,0.0,1
CHEMBL5439200,CN(C)CCn1ncc2cc(Nc3ncc(Cl)c(-c4cn(C)c5ccccc45)n3)ccc21,7.15,0.0,1
CHEMBL5439238,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)n2)s1,8.43,0.0,1
CHEMBL5439991,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CNCCO)c(-c3ccccc3)n2)n1,7.28,0.0,1
CHEMBL5440481,CN(C)CCn1ccc2cc(Nc3nccc(-c4sc(NS(=O)(=O)c5ccc(F)cc5)nc4-c4ccc(F)cc4)n3)ccc21,7.82,0.0,1
CHEMBL5440559,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4OC)n3)s2)CC1,7.15,0.0,1
CHEMBL5440989,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CNC(C)CO)c(-c3ccccc3)n2)n1,7.35,0.0,1
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.5,0.0,1
CHEMBL5542997,O=C(NO)c1sccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,7.93,0.0,1
CHEMBL5563885,O=C(NO)c1ccsc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,7.57,0.0,1
CHEMBL5589715,CN(C)C1CCN(c2ccc(Nc3nccc(-c4cn(C)c5ccccc45)n3)cc2NS(C)(=O)=O)CC1,6.95,0.0,1
CHEMBL5590430,CN1CCCN(c2ccc(Nc3ncc(Br)c(Nc4ccccc4NS(=O)(=O)C4CC4)n3)cc2)CC1,9.21,0.0,1
CHEMBL5590689,Cc1cc(Nc2ncc(Br)c(Nc3ccccc3NS(=O)(=O)C3CC3)n2)ccc1N1CCCN(C)CC1,9.55,0.0,1
CHEMBL5594833,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3NS(=O)(=O)C3CC3)n2)ccc1N1CCC(N(C)C)CC1,9.43,0.0,1
CHEMBL5596876,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2N(C)S(C)(=O)=O)n1,8.68,0.0,1
CHEMBL5597916,COc1cc(C2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,7.82,0.0,1
CHEMBL5618366,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)N(C)C)n(C(C)C)c4c3)n2)ccc1N1CCN(C(C)C)CC1,7.22,0.0,1
CHEMBL5618455,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)c(OC)cc1N1CCN(C)CC1,7.07,0.0,1
CHEMBL5619066,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)c(OC)cc1N1CCN(C(C)C)CC1,7.24,0.0,1
CHEMBL5619516,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)ccc1N(C)CCN(C)C,7.12,0.0,1
CHEMBL5619530,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)ccc1N1CCN(C(C)C)CC1,7.29,0.0,1
CHEMBL5619592,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)N(C)C)n(C(C)C)c4c3)n2)ccc1N1CCN(C)CC1,6.58,0.0,1
CHEMBL5620032,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)ccc1N1CCN(C)CC1,7.28,0.0,1
CHEMBL5624606,CC(C)n1c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2c2c(OCC(F)(F)F)cc(N3CCN(C)CC3)cc21,9.583333333333334,0.02886751345948093,3
CHEMBL5630690,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4P(C)(C)=O)n3)c(Br)c2)CC1,8.51,0.0,1
CHEMBL5630852,c1ccc(-c2cc(N3Cc4ccccc4C3)nc3ccccc23)cc1,6.91,0.0,1
CHEMBL5630913,Cc1cc(N2CCN(C(c3ccccc3)c3ccccc3)CC2)nc2ccc(Cl)cc12,6.87,0.0,1
CHEMBL5631207,Cc1cc(N2Cc3ccccc3C2)nc2ccc(Cl)cc12,6.89,0.0,1
CHEMBL5641539,CN1CCN(c2ccc(Nc3nc(Nc4ccccc4N(C)S(C)(=O)=O)c4cc[nH]c4n3)cc2F)CC1,7.7,0.0,1
CHEMBL5641915,CCN1CCN(c2ccc(Nc3nc(Nc4ccccc4N(C)S(C)(=O)=O)c4cc[nH]c4n3)cc2F)CC1,7.9,0.0,1
CHEMBL5646609,CCN1CCN(C2CCN(c3ccc(Nc4nc(Nc5ccccc5N(C)S(C)(=O)=O)c5cc[nH]c5n4)cc3F)CC2)CC1,8.33,0.0,1
CHEMBL5646626,CN1CCN(C2CCN(c3ccc(Nc4nc(Nc5ccccc5N(C)S(C)(=O)=O)c5cc[nH]c5n4)cc3F)CC2)CC1,8.31,0.0,1
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.5,0.0,1
CHEMBL97771,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,6.43,0.0,1
